Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
Luis Castillo,28,P,0.1,30,59,49,1,8,2,0,0,2,0,0,1,23,0.163,0.18,0.204,0.384,0,0.166,-48,10,1,0,9,0,0,1,0
Jeff Hoffman,28,P,0.0,30,16,15,1,2,0,0,0,1,0,0,0,3,0.133,0.133,0.133,0.267,-30,0.12,-68,2,0,0,1,0,0,1/H,0
Tyler Mahle,26,P,-0.3,32,66,55,1,3,0,0,0,1,0,0,4,19,0.055,0.119,0.055,0.173,-53,0.091,-99,3,2,0,7,0,0,1,0
Vladimir Gutierrez,25,P,-0.1,21,42,33,3,3,0,0,0,1,0,0,2,14,0.091,0.143,0.091,0.234,-37,0.114,-94,3,0,0,7,0,0,1,ROY-8
José De León,28,P,0.0,9,5,4,0,1,0,0,0,1,0,0,0,2,0.25,0.25,0.25,0.5,31,0.201,-26,1,0,0,1,0,0,/1,0
Mark Payton*,29,OF,-0.3,24,24,22,2,4,0,0,0,0,0,0,2,7,0.182,0.25,0.182,0.432,15,0.208,5,4,0,0,0,0,0,H/97,0
Sonny Gray,31,P,-0.1,24,43,41,4,6,0,0,0,0,0,0,1,10,0.146,0.167,0.146,0.313,-17,0.136,-50,6,1,0,1,0,0,1,0
Alejo López#,25,UT,-0.3,14,23,23,3,6,0,0,0,0,0,0,0,5,0.261,0.261,0.261,0.522,36,0.23,21,6,1,0,0,0,0,/H4578,0
Tony Santillan,24,P,0.0,26,8,7,1,1,1,0,0,0,0,0,0,2,0.143,0.143,0.286,0.429,7,0.178,-33,2,0,0,1,0,0,1/H,0
Reiver Sanmartin*,25,P,-0.1,2,6,6,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100,0.0,-143,0,0,0,0,0,0,/1,0
Tejay Antone,27,P,0.0,22,5,3,1,0,0,0,0,0,0,0,1,3,0.0,0.25,0.0,0.25,-26,0.174,-49,0,0,0,1,0,0,1,0
Carson Fulmer,27,P,0.0,19,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-148,0,0,0,0,0,0,1,0
Lucas Sims,27,P,0.0,44,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-148,0,0,0,0,0,0,1,0
Cionel Pérez,25,P,0.0,23,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-148,0,0,0,0,0,0,1,0
Sal Romano*,27,P,0.0,13,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-148,0,0,0,0,0,0,1,0
Michael Lorenzen,29,P,0.0,26,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1/89,0
Ryan Hendrix,26,P,0.0,33,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0
Heath Hembree,32,P,0.0,42,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0
R.J. Alaniz,30,P,0.0,3,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,/1,0
Josh Osich*,32,P,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Cam Bedrosian,29,P,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0
Brad Brach,35,P,0.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Art Warren,28,P,0.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Justin Wilson*,33,P,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Luis Cessa,29,P,0.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Ashton Goudeau,28,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0
Sean Doolittle*,34,P,0.0,43,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Dauri Moreta,25,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0
Michael Feliz,28,P,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0
Edgar García,24,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0
Amir Garrett,29,P,0.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Mychal Givens,31,P,0.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
