Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club,40/70 Club
Danny Espinosa#,30,IF,-0.1,8,17,16,2,3,2,0,0,2,1,0,1,7,0.188,0.235,0.313,0.548,48,0.252,39,5,0,0,0,0,0,/536H4,0,Both,No,No,No,No,No,No,No,
Daniel Vogelbach*,24,1B,-0.6,16,31,28,0,6,1,0,0,2,0,0,3,9,0.214,0.29,0.25,0.54,51,0.248,46,7,2,0,0,0,0,/H3D,0,Left,No,No,No,No,No,No,No,
Mike Marjama,27,C,0.3,5,9,9,1,3,1,0,1,1,0,0,0,1,0.333,0.333,0.778,1.111,190,0.453,194,7,0,0,0,0,0,/2H,0,Right,No,No,No,No,No,No,No,
Mike Freeman*,29,IF,-0.5,16,34,30,3,2,0,0,1,1,0,0,4,9,0.067,0.176,0.167,0.343,-5,0.15,-28,5,0,0,0,0,1,/H3451D,0,Left,No,No,No,No,No,No,No,
Tyler Smith,25,MI,0.2,10,19,16,2,3,1,0,0,1,0,0,1,8,0.188,0.263,0.25,0.513,42,0.233,36,4,0,1,0,1,0,/64HD,0,Right,No,No,No,No,No,No,No,
Jacob Hannemann*,26,OF,-0.4,11,20,20,3,3,0,0,1,1,0,1,0,4,0.15,0.15,0.3,0.45,19,0.153,-4,6,0,0,0,0,0,/8H7D,0,Left,No,No,No,No,No,No,No,
Erasmo Ramírez,27,P,0.1,1,3,3,0,2,0,0,0,1,0,0,0,1,0.667,0.667,0.667,1.333,268,0.595,294,2,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Andrew Albers,31,P,0.2,1,3,1,0,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0,453,0.799,1125,1,0,0,2,0,0,/1,0,Right,No,No,No,No,No,No,No,
Tuffy Gosewisch,33,C,-0.6,11,31,28,1,2,0,0,0,0,0,0,1,14,0.071,0.103,0.071,0.175,-50,0.116,-59,2,2,0,2,0,0,2/3,0,Right,No,No,No,No,No,No,No,
Gordon Beckham,30,IF,-0.2,11,18,17,2,3,0,0,0,0,1,0,1,2,0.176,0.222,0.176,0.399,12,0.195,-1,3,2,0,0,0,0,/46H5,0,Right,No,No,No,No,No,No,No,
Sam Gaviglio,27,P,0.0,2,5,5,1,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,10,0.178,-3,1,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Aríel Miranda*,28,P,-0.1,4,6,6,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-131,0,0,0,0,0,0,1/H,0,Left,No,No,No,No,No,No,No,
Marco Gonzales*,25,P,0.0,1,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-358,0,0,0,1,0,0,1,0,Left,No,No,No,No,No,No,No,
Yovani Gallardo,31,P,0.1,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,176,0.446,188,1,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Emilio Pagán*,26,P,0.0,2,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-129,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Jean Machi,35,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Casey Lawrence,29,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Edwin Díaz,23,P,0.0,6,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Christian Bergman,29,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
David Phelps,30,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Marc Rzepczynski*,31,P,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
James Pazos,26,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Dillon Overton*,25,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No,
Nick Vincent,30,P,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Dan Altavilla,24,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Tony Zych,26,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
