Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Erick Castillo,28,C,0.1,4,9,8,0,2,0,0,0,0,0,0,1,1,0.25,0.333,0.25,0.583,62,0.256,49,2,0,0,0,0,0,/2H,0,Right,No,No,No,No,No,No,No
Tyler Payne,28,C,-0.1,1,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-135,0,0,0,0,0,0,/2H,0,Right,No,No,No,No,No,No,No
Taylor Gushue#,27,UT,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-132,0,0,0,0,0,0,/23H,0,Both,No,No,No,No,No,No,No
Trent Giambrone,27,2B,-0.1,5,13,13,0,2,0,0,0,0,0,0,0,4,0.154,0.154,0.154,0.308,-16,0.138,-34,2,0,0,0,0,0,/4H,0,Right,No,No,No,No,No,No,No
Tony Wolters*,29,C,-0.3,14,30,24,3,3,0,0,0,0,0,1,5,12,0.125,0.276,0.125,0.401,15,0.196,16,3,1,0,1,0,0,/2H47,0,Left,No,No,No,No,No,No,No
Alec Mills,29,P,-0.3,31,36,32,1,1,1,0,0,0,0,0,0,26,0.031,0.031,0.063,0.094,-75,0.039,-130,2,0,0,4,0,0,1/H,0,Right,No,No,No,No,No,No,No
Tyler Ladendorf,33,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,/H,0,Right,No,No,No,No,No,No,No
Jake Arrieta,35,P,0.0,20,26,21,2,2,0,0,0,0,0,0,2,16,0.095,0.208,0.095,0.304,-13,0.163,-26,2,0,1,2,0,0,1/H,0,Right,No,No,No,No,No,No,No
Adbert Alzolay,26,P,-0.2,28,33,31,1,2,1,0,0,0,0,0,1,13,0.065,0.094,0.097,0.191,-48,0.089,-74,3,1,0,1,0,0,1/H,0,Right,No,No,No,No,No,No,No
Adrian Sampson,29,P,-0.1,10,11,7,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,-100,0.0,-265,0,0,0,4,0,0,1/H,0,Right,No,No,No,No,No,No,No
Keegan Thompson,26,P,0.0,29,8,6,0,1,0,0,0,0,0,0,0,3,0.167,0.167,0.167,0.333,-9,0.15,-69,1,1,0,2,0,0,1,0,Right,No,No,No,No,No,No,No
Kohl Stewart,26,P,0.0,4,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,82,0.3,80,1,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
Justin Steele*,25,P,0.0,17,13,13,3,2,0,0,0,0,0,0,0,4,0.154,0.154,0.154,0.308,-16,0.138,-34,2,1,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Tommy Nance,30,P,0.0,27,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-135,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Kyle Ryan*,29,P,0.0,13,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-135,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Rex Brothers*,33,P,0.0,54,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-135,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Robert Stock*,31,P,0.0,1,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-135,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No
Manuel Rodríguez,24,P,0.0,17,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Michael Rucker,27,P,0.0,19,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Craig Kimbrel,33,P,0.0,37,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,1,AS,Right,No,No,No,No,No,No,No
Cory Abbott,25,P,0.0,8,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,82,0.267,57,1,0,0,0,0,0,/1H,0,Right,No,No,No,No,No,No,No
Jake Jewell,28,P,0.0,10,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Dan Winkler,31,P,0.0,45,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Rowan Wick*,28,P,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Brad Wieck*,29,P,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Brandon Workman,32,P,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Ryan Tepera,33,P,0.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Pedro Strop,36,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
Adam Morgan*,31,P,0.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Shelby Miller,30,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
Ryan Meisinger,27,P,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
Trevor Megill*,27,P,0.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Dillon Maples,29,P,0.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Codi Heuer,24,P,0.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Andrew Chafin,31,P,0.0,41,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Joe Biagini,31,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
Jason Adam,29,P,0.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
