Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club,40/70 Club
Jacob Stallings,28,C,0.0,14,41,37,2,8,0,0,0,5,0,0,3,9,0.216,0.268,0.216,0.485,36,0.248,44,8,2,0,0,1,0,2/H,0,Right,No,No,No,No,No,No,No,
Kevin Kramer*,24,IF,-0.6,21,40,37,5,5,0,0,0,4,0,0,2,20,0.135,0.175,0.135,0.31,-13,0.147,-30,5,0,0,0,1,0,H/54,0,Left,No,No,No,No,No,No,No,
Nick Kingham,26,P,0.0,18,25,23,1,2,1,0,0,4,0,0,1,10,0.087,0.16,0.13,0.29,-18,0.143,-33,3,0,1,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Adeiny Hechavarría,29,SS,0.0,15,47,43,2,10,4,0,1,3,0,0,3,11,0.233,0.277,0.395,0.672,83,0.301,83,17,3,0,0,1,1,6/H,0,Right,No,No,No,No,No,No,No,
Jameson Taillon,26,P,-0.4,30,63,57,0,4,1,0,0,3,0,0,1,22,0.07,0.086,0.088,0.174,-52,0.08,-94,5,1,0,5,0,0,1,0,Right,No,No,No,No,No,No,No,
Ryan Lavarnway,30,0,0,6,6,6,1,4,1,0,0,1,0,0,0,1,0.667,0.667,0.833,1.5,311,0.659,343,5,0,0,0,0,0,/H,0,Right,No,No,No,No,No,No,No,
Chad Kuhl,25,P,0.0,17,27,21,2,3,0,0,0,1,0,0,0,5,0.143,0.143,0.143,0.286,-21,0.162,-53,3,0,0,6,0,0,1/H,0,Right,No,No,No,No,No,No,No,
Jung Ho Kang,31,3B,0.0,3,6,6,0,2,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,85,0.3,82,2,0,0,0,0,0,/H5,0,Right,No,No,No,No,No,No,No,
Christopher Bostick,25,LF,-0.1,2,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-141,0,0,0,0,0,0,/7H,0,Right,No,No,No,No,No,No,No,
Iván Nova,31,P,-0.6,27,56,53,1,1,0,0,0,0,0,0,0,30,0.019,0.019,0.019,0.038,-90,0.017,-138,1,1,0,3,0,0,1,0,Right,No,No,No,No,No,No,No,
Joe Musgrove,25,P,0.1,19,35,31,2,5,1,0,0,0,0,0,0,12,0.161,0.161,0.194,0.355,-3,0.183,-17,6,0,0,4,0,0,1/H,0,Right,No,No,No,No,No,No,No,
Trevor Williams,26,P,-0.1,28,51,43,3,5,0,0,0,0,0,0,2,13,0.116,0.156,0.116,0.272,-23,0.126,-64,5,0,0,6,0,0,1,0,Right,No,No,No,No,No,No,No,
Steven Brault*,26,P,0.1,43,21,20,0,3,1,0,0,0,0,0,1,5,0.15,0.19,0.2,0.39,8,0.174,-10,4,0,0,0,0,0,1/H,0,Left,No,No,No,No,No,No,No,
Chris Archer,29,P,-0.1,9,17,17,0,2,1,0,0,0,0,0,0,6,0.118,0.118,0.176,0.294,-20,0.127,-44,3,1,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Clay Holmes,25,P,0.0,11,6,6,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-136,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Tyler Glasnow*,24,P,0.0,32,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-139,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Michael Feliz,25,P,0.0,44,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-141,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Casey Sadler,27,P,0.0,2,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-141,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Richard Rodríguez,28,P,0.0,61,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-141,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Alex McRae,25,P,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-141,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Felipe Vázquez*,26,P,0.0,64,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-136,0,0,0,0,0,0,1,AS,Left,No,No,No,No,No,No,No,
Enny Romero,27,P,0.1,2,1,1,1,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,698,1.254,782,2,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Tanner Anderson,25,P,0.0,6,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-136,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Nick Burdi,25,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Kyle Crick*,25,P,0.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Dovydas Neverauskas,25,P,0.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Keone Kela,25,P,0.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Edgar Santana,26,P,0.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Josh Smoker*,29,P,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No,
George Kontos,33,P,0.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
