Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club,40/70 Club
Trevor Brown,24,C,0.0,75,184,173,17,41,7,0,5,19,0,1,10,39,0.237,0.283,0.364,0.647,74,0.296,79,63,2,1,0,0,0,2H/D5,0,Right,No,No,No,No,No,No,No,
Grégor Blanco*,32,OF,-1.0,106,274,241,28,54,10,4,1,18,6,3,29,51,0.224,0.309,0.311,0.62,70,0.291,73,75,5,1,1,1,4,H978,0,Left,No,No,No,No,No,No,No,
Mac Williamson,25,OF,0.5,54,127,112,14,25,3,0,6,15,0,1,13,35,0.223,0.315,0.411,0.726,95,0.323,99,46,4,2,0,0,0,9H7/D,0,Right,No,No,No,No,No,No,No,
Jarrett Parker*,27,OF,0.2,63,151,127,22,30,3,1,5,14,0,1,19,44,0.236,0.358,0.394,0.751,104,0.343,114,50,3,5,0,0,1,H97/D8,0,Left,No,No,No,No,No,No,No,
Ramiro Peña#,30,IF,0.3,30,91,87,9,26,6,1,1,10,0,0,2,16,0.299,0.33,0.425,0.755,103,0.324,97,37,0,2,0,0,1,45/H6,0,Both,No,No,No,No,No,No,No,
Jeff Samardzija,31,P,0.0,32,69,64,4,10,5,0,0,9,0,0,1,28,0.156,0.164,0.234,0.399,7,0.171,-17,15,3,0,2,2,0,1/H,0,Right,No,No,No,No,No,No,No,
Madison Bumgarner,26,P,0.9,35,97,86,8,16,6,0,3,9,0,0,10,43,0.186,0.268,0.36,0.629,69,0.274,61,31,1,0,0,1,0,1/H,"AS,CYA-4,MVP-16",Right,No,No,No,No,No,No,No,
Ehire Adrianza#,26,IF,-0.1,40,71,63,3,16,2,0,2,7,0,1,2,13,0.254,0.299,0.381,0.679,83,0.289,76,24,0,2,4,0,0,H6/45,0,Both,No,No,No,No,No,No,No,
Grant Green,28,2B,-0.2,18,50,46,7,12,2,0,1,7,0,0,3,8,0.261,0.3,0.37,0.67,81,0.292,74,17,3,0,0,1,0,4/H,0,Right,No,No,No,No,No,No,No,
Kelby Tomlinson,26,2B,0.7,52,120,106,13,31,4,0,0,6,5,1,12,18,0.292,0.37,0.33,0.7,93,0.327,95,35,1,1,1,0,1,H4/657,0,Right,No,No,No,No,No,No,No,
Johnny Cueto,30,P,-0.2,31,84,70,1,8,0,0,0,5,0,0,2,24,0.114,0.137,0.114,0.251,-30,0.127,-67,8,2,0,11,1,0,1,"AS,CYA-6,MVP-26",Right,No,No,No,No,No,No,No,
Matt Cain,31,P,-0.1,20,28,27,1,2,1,0,1,5,0,0,0,17,0.074,0.074,0.222,0.296,-24,0.121,-55,6,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No,
Gorkys Hernández,28,OF,0.5,26,57,54,7,14,5,0,2,4,0,1,3,11,0.259,0.298,0.463,0.761,103,0.331,109,25,0,0,0,0,0,8/9H7,0,Right,No,No,No,No,No,No,No,
Jake Peavy,35,P,0.1,28,31,27,2,5,0,0,0,3,0,0,2,12,0.185,0.241,0.185,0.427,19,0.203,4,5,0,0,2,0,0,1,0,Right,No,No,No,No,No,No,No,
Rubén Tejada,26,3B,0.1,13,38,32,3,5,3,0,0,2,0,0,5,5,0.156,0.27,0.25,0.52,43,0.244,38,8,0,0,1,0,0,5/H4,0,Right,No,No,No,No,No,No,No,
Albert Suárez,26,P,0.1,20,24,21,1,4,2,0,0,2,0,0,0,11,0.19,0.19,0.286,0.476,27,0.2,-6,6,0,0,3,0,0,1,0,Right,No,No,No,No,No,No,No,
Gordon Beckham,29,3B,-0.2,3,6,5,0,0,0,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-136,0,0,0,0,1,0,/5,0,Right,No,No,No,No,No,No,No,
Matt Moore*,27,P,-0.1,12,28,24,2,1,0,0,0,0,0,0,0,11,0.042,0.042,0.042,0.083,-77,0.109,-85,1,0,0,4,0,0,1,0,Left,No,No,No,No,No,No,No,
Ty Blach,25,P,0.2,4,4,4,1,2,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,174,0.652,333,2,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Vin Mazzaro,29,P,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Javier López*,38,P,0.0,65,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Derek Law,25,P,0.0,57,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Mike Broadway,29,P,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,/1,0,Right,No,No,No,No,No,No,No,
Cory Gearrin,30,P,0.1,54,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,447,0.9,527,1,0,0,0,0,0,1/7,0,Right,No,No,No,No,No,No,No,
Steven Okert*,24,P,0.0,14,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Chris Stratton,25,P,0.0,6,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-145,0,1,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Sergio Romo,33,P,0.0,38,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Hunter Strickland,27,P,0.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Will Smith,26,P,0.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Santiago Casilla,35,P,0.0,61,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Matt Reynolds*,31,P,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No,
Chris Heston,28,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
George Kontos,31,P,0.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Joe Nathan,41,P,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Josh Osich*,27,P,0.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
