Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club,40/70 Club
Chris Hatcher#,31,P,0.1,34,3,3,0,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667,82,0.3,79,1,0,0,0,0,0,1,0,Both,No,No,No,No,No,No,No,
Brandon McCarthy,32,P,-0.1,10,15,13,0,0,0,0,0,1,0,0,2,6,0.0,0.133,0.0,0.133,-59,0.093,-71,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Bud Norris,31,P,0.2,13,16,15,1,4,0,0,0,1,0,0,0,2,0.267,0.267,0.267,0.533,45,0.294,73,4,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No,
Will Venable*,33,OF,-0.3,12,19,18,2,1,1,0,0,0,0,0,0,5,0.056,0.105,0.111,0.216,-41,0.104,-63,2,0,1,0,0,0,/H97,0,Left,No,No,No,No,No,No,No,
Micah Johnson*,25,UT,-0.1,7,6,6,1,1,0,0,0,0,0,0,0,1,0.167,0.167,0.167,0.333,-9,0.15,-29,1,0,0,0,0,0,/H47,0,Left,No,No,No,No,No,No,No,
Zach Walters#,26,UT,-0.1,3,5,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-140,0,0,0,0,0,0,/H379,0,Both,No,No,No,No,No,No,No,
Brock Stewart*,24,P,0.0,7,10,10,0,1,0,0,0,0,0,0,0,7,0.1,0.1,0.1,0.2,-46,0.09,-72,1,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No,
Rich Hill*,36,P,-0.1,6,12,12,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,-100,0.0,-138,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No,
Mike Bolsinger,28,P,-0.1,5,9,9,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,-100,0.0,-139,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
José De León,23,P,0.0,3,4,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-137,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Brett Anderson*,28,P,0.0,4,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-141,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No,
J.P. Howell*,33,P,0.0,61,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-139,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Hyun Jin Ryu,29,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Carlos Frías,26,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Josh Fields,30,P,0.0,21,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Nick Tepesch,27,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Grant Dayton*,28,P,0.0,23,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Pedro Báez,28,P,0.0,67,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Adam Liberatore*,29,P,0.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Yimi García,25,P,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Kenley Jansen#,28,P,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,AS,Both,No,No,No,No,No,No,No,
Luis Avilán*,26,P,0.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Joe Blanton,35,P,0.0,71,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Jesse Chavez,32,P,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Chin-hui Tsao,35,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Louis Coleman,30,P,0.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Josh Ravin,28,P,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Casey Fien,32,P,0.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
