Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club,40/70 Club
Brandon Drury,31,2B,-2.0,97,360,325,28,55,7,0,4,15,1,0,27,81,0.169,0.242,0.228,0.469,35,0.228,38,74,13,5,0,3,0,45D3/H,0,Right,No,No,No,No,No,No,No,
Anthony Rendon,34,3B,0.6,57,238,206,21,45,10,0,0,14,6,1,23,35,0.218,0.307,0.267,0.574,66,0.283,75,55,4,5,0,4,0,5/D,0,Right,No,No,No,No,No,No,No,
Mike Trout,32,CF,1.1,29,126,109,17,24,1,2,10,14,6,1,16,27,0.22,0.325,0.541,0.867,140,0.372,136,59,0,1,0,0,1,8/D,0,Right,No,No,No,No,No,No,No,
Eric Wagaman,26,3B,0.4,18,74,72,6,18,5,0,2,10,0,0,2,17,0.25,0.27,0.403,0.673,88,0.291,83,29,1,0,0,0,0,5/7H,0,Right,No,No,No,No,No,No,No,
Michael Stefanic,28,2B,-0.2,40,124,110,8,24,4,0,0,8,0,0,10,20,0.218,0.301,0.255,0.555,61,0.256,58,28,5,3,1,0,0,4/HD15,0,Right,No,No,No,No,No,No,No,
Niko Kavadas*,25,DH,-0.2,30,106,93,11,17,2,0,4,8,1,0,11,41,0.183,0.283,0.333,0.616,75,0.28,74,31,0,2,0,0,0,D/3H,0,Left,No,No,No,No,No,No,No,
Gustavo Campero#,26,RF,-0.1,13,48,46,6,11,0,1,1,6,3,0,0,8,0.239,0.271,0.348,0.619,74,0.305,83,16,0,2,0,0,0,9/7H,0,Both,No,No,No,No,No,No,No,
Miguel Sanó,31,CI,-0.1,28,95,83,9,17,3,0,2,6,0,0,9,36,0.205,0.295,0.313,0.608,73,0.272,70,26,2,2,0,1,0,5/D3H1,0,Right,No,No,No,No,No,No,No,
Jack López,31,MI,0.0,27,71,67,4,17,3,0,1,6,0,1,2,25,0.254,0.286,0.343,0.629,78,0.289,87,23,2,1,1,0,0,4/6H9,0,Right,No,No,No,No,No,No,No,
Charles Leblanc,28,IF,0.1,11,28,21,6,4,0,0,2,6,0,0,7,9,0.19,0.393,0.476,0.869,146,0.378,145,10,0,0,0,0,0,/543D,0,Right,No,No,No,No,No,No,No,
Kyren Paris,22,2B,-0.3,21,59,51,4,6,2,0,1,5,1,0,7,17,0.118,0.224,0.216,0.44,26,0.225,32,11,1,0,0,0,0,4/H6D,0,Right,No,No,No,No,No,No,No,
Aaron Hicks#,34,OF,-0.7,18,63,57,6,8,0,0,1,5,0,0,6,23,0.14,0.222,0.193,0.415,20,0.196,15,11,1,0,0,0,0,/9DH781,0,Both,No,No,No,No,No,No,No,
Jordyn Adams,24,OF,-0.2,11,38,35,4,8,0,0,1,4,2,0,3,12,0.229,0.289,0.314,0.604,72,0.28,67,11,1,0,0,0,0,/987H,0,Right,No,No,No,No,No,No,No,
Luis Guillorme*,29,IF,0.1,50,117,104,6,24,5,1,0,3,1,2,11,23,0.231,0.302,0.298,0.6,72,0.272,74,31,4,0,1,1,0,45/H61D,0,Left,No,No,No,No,No,No,No,
Cole Tucker#,27,UT,-0.5,24,57,50,3,9,4,1,0,3,3,1,6,17,0.18,0.263,0.3,0.563,60,0.255,55,15,0,0,0,1,0,/5D7H1,0,Both,No,No,No,No,No,No,No,
Ehire Adrianza#,34,IF,0.1,8,28,26,4,5,1,0,1,2,0,0,2,11,0.192,0.25,0.346,0.596,67,0.255,58,9,1,0,0,0,0,/54H,0,Both,No,No,No,No,No,No,No,
Keston Hiura,27,2B,-0.6,10,27,27,1,4,0,0,0,1,0,1,0,10,0.148,0.148,0.148,0.296,-15,0.11,-33,4,0,0,0,0,0,/4DH,0,Right,No,No,No,No,No,No,No,
Niko Goodrum#,32,CI,-0.5,4,15,13,1,0,0,0,0,0,1,0,2,4,0.0,0.133,0.0,0.133,-57,0.168,-16,0,0,0,0,0,0,/53,0,Both,No,No,No,No,No,No,No,
Bryce Teodosio,25,CF,-0.2,5,12,12,1,1,0,0,0,0,0,0,0,5,0.083,0.083,0.083,0.167,-52,0.141,-24,1,0,0,0,0,0,/8DH,0,Right,No,No,No,No,No,No,No,
Guillo Zuñiga,25,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
José Quijada*,28,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
