Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?
David Lough*,30,OF,-0.2,30,79,67,6,16,3,1,0,4,1,2,9,8,0.239,0.342,0.313,0.655,78,0.296,81,21,0,2,0,1,1,79/H,0,Left,No
Jeremy Hellickson,29,P,0.2,31,66,54,3,9,1,0,0,4,0,0,4,24,0.167,0.224,0.185,0.409,12,0.192,-15,10,1,0,8,0,0,1,0,Right,No
Alec Asher,24,P,-0.1,5,11,11,0,1,0,0,0,2,0,0,0,6,0.091,0.091,0.091,0.182,-51,0.082,-81,1,0,0,0,0,0,/1,0,Right,No
Taylor Featherston,26,2B,-0.3,19,28,26,2,3,1,0,0,1,2,0,2,11,0.115,0.179,0.154,0.332,-9,0.176,-26,4,0,0,0,0,0,H/4,0,Right,No
Cedric Hunter*,28,OF,-0.7,13,36,34,3,3,0,0,1,1,0,0,2,6,0.088,0.139,0.176,0.315,-16,0.142,-38,6,1,0,0,0,0,7/H9,0,Left,No
Adam Morgan*,26,P,-0.1,22,36,32,1,3,1,0,0,1,0,0,1,11,0.094,0.121,0.125,0.246,-34,0.111,-75,4,0,0,3,0,0,1,0,Left,No
Emmanuel Burriss#,31,UT,-0.6,39,50,45,3,5,1,1,0,0,1,0,2,10,0.111,0.184,0.178,0.361,-2,0.176,-19,8,1,2,1,0,0,H/4673D,0,Both,No
Vince Velasquez,24,P,0.2,23,44,40,4,8,1,0,0,0,0,0,1,16,0.2,0.22,0.225,0.445,20,0.214,8,9,1,0,3,0,0,1,0,Right,No
Jorge Alfaro,23,C,-0.4,6,17,16,0,2,0,0,0,0,0,0,1,8,0.125,0.176,0.125,0.301,-17,0.106,-74,2,0,0,0,0,1,/2H,0,Right,No
Zach Eflin,22,P,0.1,10,23,23,2,6,2,0,0,0,0,0,0,8,0.261,0.261,0.348,0.609,61,0.265,51,8,2,0,0,0,0,1,0,Right,No
Aaron Nola,23,P,-0.2,18,35,30,1,1,1,0,0,0,0,0,3,17,0.033,0.147,0.067,0.214,-40,0.12,-58,2,1,1,1,0,0,1,0,Right,No
Jake Thompson,22,P,0.0,9,17,14,0,2,1,0,0,0,0,0,0,5,0.143,0.143,0.214,0.357,-6,0.146,-63,3,1,0,3,0,0,1,0,Right,No
Charlie Morton,32,P,0.0,4,7,6,1,1,0,0,0,0,0,0,0,3,0.167,0.167,0.167,0.333,-10,0.134,-67,1,1,0,1,0,0,/1,0,Right,No
Brett Oberholtzer*,26,P,0.0,24,7,7,0,1,0,0,0,0,0,0,0,2,0.143,0.143,0.143,0.286,-23,0.129,-48,1,0,0,0,0,0,1,0,Left,No
Phil Klein,27,P,0.0,4,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-139,0,0,0,0,0,0,/1,0,Right,No
Luis García,29,P,0.0,17,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,1,0,Right,No
Colton Murray,26,P,0.0,22,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-155,0,0,0,0,0,0,1,0,Right,No
Severino González,23,P,0.0,25,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-155,0,0,0,0,0,0,1,0,Right,No
Frank Herrmann*,32,P,0.0,14,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-155,0,0,0,0,0,0,1,0,Left,No
Edubray Ramos,23,P,0.0,40,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0.697,373,0,0,0,0,0,0,1,0,Right,No
David Hernández,31,P,0.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Daniel Stumpf*,25,P,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Left,No
Patrick Schuster,25,P,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No
James Russell*,30,P,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Left,No
Elvis Araújo*,24,P,0.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No
Andrew Bailey,32,P,0.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Joely Rodríguez*,24,P,0.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No
Dalier Hinojosa,30,P,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Jeanmar Gómez,28,P,0.0,67,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Héctor Neris,27,P,0.0,74,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Michael Mariot,27,P,0.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
