Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?
Corey Dickerson*,32,LF,0.4,46,140,131,16,37,6,2,4,15,4,1,9,23,0.282,0.329,0.45,0.779,109,0.33,101,59,3,0,0,0,1,78/HD9,0,Left,No
Breyvic Valera#,29,3B,-0.1,39,97,87,10,22,6,0,1,15,1,0,8,12,0.253,0.313,0.356,0.669,81,0.294,76,31,1,0,1,1,0,5H4/D,0,Both,No
Joe Panik*,30,IF,-0.5,42,123,114,9,28,6,0,2,11,0,0,8,14,0.246,0.293,0.351,0.644,74,0.294,77,40,4,0,0,1,0,54/H3D,0,Left,No
Reese McGuire*,26,C,0.3,78,217,198,22,50,15,0,1,10,0,0,15,44,0.253,0.31,0.343,0.654,78,0.286,72,68,4,2,1,1,0,2/HD,0,Left,No
Rowdy Tellez*,26,DH,-0.8,50,151,139,12,29,4,1,4,8,0,0,9,33,0.209,0.272,0.338,0.61,64,0.271,61,47,3,3,0,0,1,D3H,0,Left,No
Jake Lamb*,30,CI,-0.3,12,39,31,5,4,2,0,1,6,0,0,5,13,0.129,0.256,0.29,0.547,48,0.267,58,9,0,1,0,2,0,5/HD3,0,Left,No
Jonathan Davis,29,CF,-0.2,52,85,70,16,10,1,0,1,4,4,1,11,21,0.143,0.282,0.2,0.482,35,0.252,44,14,1,3,0,1,0,8/H7D,0,Right,No
Joshua Palacios*,25,OF,0.0,13,42,35,7,7,0,0,0,4,0,0,3,11,0.2,0.293,0.2,0.493,38,0.236,35,7,0,2,1,1,0,/978DH,0,Left,No
Kevin Smith,24,UT,-0.3,18,36,32,2,3,0,0,1,1,0,0,3,11,0.094,0.194,0.188,0.382,5,0.182,-1,6,0,1,0,0,0,5/H37D,0,Right,No
Riley Adams,25,C,-0.4,12,30,28,2,3,2,0,0,0,0,0,2,12,0.107,0.167,0.179,0.345,-6,0.155,-21,5,1,0,0,0,0,2/H,0,Right,No
Jarrod Dyson*,36,OF,0.0,25,17,13,4,1,0,0,0,0,2,2,4,5,0.077,0.294,0.077,0.371,10,0.184,23,1,0,0,0,0,0,8/H7D,0,Left,No
Jared Hoying*,32,LF,-0.1,2,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-131,0,0,0,0,0,0,/7H,0,Left,No
Otto López,22,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,/H,0,Right,No
Ross Stripling,31,P,-0.1,3,6,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-175,0,0,0,1,0,0,1,0,Right,No
Robbie Ray*,29,P,-0.1,2,5,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-188,0,0,0,1,0,0,1,"CYA-1,MVP-15",Left,No
Hyun Jin Ryu,34,P,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-129,0,0,0,0,0,0,1,0,Right,No
Steven Matz,30,P,0.0,1,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-129,0,0,0,0,0,0,1,0,Right,No
José Berríos,27,P,-0.1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-358,0,1,0,1,0,0,1,CYA-9,Right,No
Alek Manoah,23,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,ROY-8,Right,No
Trent Thornton,27,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Travis Bergen*,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No
Kirby Snead*,26,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Left,No
Brad Hand*,31,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No
Ryan Borucki*,27,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No
Tayler Saucedo*,28,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No
Jacob Barnes,31,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Jordan Romano,28,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Trevor Richards,28,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Joel Payamps,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Tyler Chatwood,31,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Adam Cimber,30,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Connor Overton*,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Left,No
A.J. Cole,29,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No
Tim Mayza*,29,P,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No
Rafael Dolis,33,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
