Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club,40/70 Club
Kyle Keller,28,P,0.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Richard Rodríguez,31,P,0.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Chasen Shreve*,30,P,0.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Shea Spitzbarth,26,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Geoff Hartlieb,27,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Michael Feliz,28,P,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Enyel De Los Santos,25,P,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Austin Davis*,28,P,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Kyle Crick*,28,P,0.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Roansy Contreras,21,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Anthony Banda*,27,P,0.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Luis Oviedo,22,P,0.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
