Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?
Trey Cabbage*,26,UT,-0.3,22,56,53,5,11,3,0,1,7,1,1,2,26,0.208,0.232,0.321,0.553,49,0.233,38,17,1,0,0,1,0,/39H78,0,Left,No
Nolan Schanuel*,21,1B,0.1,29,132,109,19,30,3,0,1,6,0,0,20,19,0.275,0.402,0.33,0.732,104,0.334,107,36,1,3,0,0,1,3/DH,0,Left,No
Brett Phillips*,29,CF,-0.1,39,71,63,9,11,1,0,3,6,3,1,8,36,0.175,0.268,0.333,0.601,63,0.269,59,21,0,0,0,0,0,8H/971D,0,Left,No
Jo Adell,24,OF,0.3,17,62,58,7,12,3,1,3,6,1,0,4,25,0.207,0.258,0.448,0.706,88,0.298,79,26,1,0,0,0,0,/987DH,0,Right,No
Michael Stefanic,27,IF,0.2,25,71,62,5,18,2,1,0,6,0,1,8,8,0.29,0.38,0.355,0.735,104,0.324,104,22,0,1,0,0,0,4/5HD,0,Right,No
C.J. Cron,33,1B,-0.5,15,54,50,7,10,0,0,1,5,0,0,4,15,0.2,0.259,0.26,0.519,43,0.237,37,13,3,0,0,0,0,3/DH,0,Right,No
Jake Lamb*,32,1B,0.1,18,54,51,7,11,1,0,2,5,0,0,3,15,0.216,0.259,0.353,0.612,65,0.284,71,18,1,0,0,0,0,3/H1,0,Left,No
Andrew Velazquez#,28,SS,-0.5,54,94,81,12,14,3,0,2,3,13,3,10,30,0.173,0.264,0.284,0.548,50,0.262,42,23,1,0,3,0,0,6H4/8,0,Both,No
Kyren Paris,21,UT,0.0,15,46,40,4,4,0,0,0,1,3,0,4,17,0.1,0.2,0.1,0.3,-14,0.208,4,4,0,1,1,0,0,/648HD,0,Right,No
Jordyn Adams,23,OF,-0.7,17,40,39,1,5,0,0,0,1,1,2,0,16,0.128,0.125,0.128,0.253,-30,0.135,-21,5,0,0,0,1,0,/98H7,0,Right,No
Liván Soto*,23,MI,0.1,4,12,9,2,2,0,0,0,0,0,0,3,2,0.222,0.417,0.222,0.639,83,0.322,98,2,0,0,0,0,0,/46,0,Left,No
Kevin Padlo,26,CI,-0.2,3,8,8,1,1,1,0,0,0,0,0,0,0,0.125,0.125,0.25,0.375,-1,0.154,-21,2,1,0,0,0,0,/35,0,Right,No
Chris Okey,28,C,0.0,2,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,/2,0,Right,No
